id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
586202;09/03/2024;sábado;22:40:00;GO;153;501;GOIANIA;Velocidade Incompatível;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-16,7189;-49,2382;SPRF-GO;DEL01-GO;UOP01-DEL01-GO
586204;09/03/2024;sábado;22:30:00;RN;304;250;SAO PAULO DO POTENGI;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;4;1;2;0;0;1;2;2;-5,83046826;-35,75370504;SPRF-RN;DEL01-RN;UOP02-DEL01-RN
586205;09/03/2024;sábado;22:20:00;BA;101;248,5;CONCEICAO DO ALMEIDA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-12,867406;-39,216782;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
586206;09/03/2024;sábado;21:30:00;MG;365;830;SANTA VITORIA;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;"Declive;Reta";Não;2;0;1;1;0;0;2;1;-18,89876227;-50,18583791;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
586207;09/03/2024;sábado;22:30:00;SC;101;290;IMBITUBA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;"Aclive;Reta";Não;1;0;1;0;0;0;1;1;-28,2801336;-48,70137334;SPRF-SC;DEL02-SC;UOP03-DEL02-SC
586208;09/03/2024;sábado;23:10:00;RS;116;502,9;PELOTAS;Demais falhas na via;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-31,56791105;-52,25884295;SPRF-RS;DEL07-RS;UOP01-DEL07-RS
586209;09/03/2024;sábado;23:40:00;RS;448;2;ESTEIO;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;2;0;2;0;0;0;2;1;-29,84187233;-51,18628979;SPRF-RS;DEL01-RS;UOP02-DEL01-RS
586210;09/03/2024;sábado;23:20:00;SP;116;145,7;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;"Aclive;Reta";Sim;3;0;1;1;1;0;2;2;-23,1869844;-45,8548078;SPRF-SP;DEL02-SP;UOP01-DEL02-SP
586211;09/03/2024;sábado;09:20:00;RJ;465;13;SEROPEDICA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Sim;2;0;1;0;1;0;1;2;-22,798468;-43,645508;SPRF-RJ;DEL06-RJ;UOP02-DEL06-RJ
586213;09/03/2024;sábado;22:40:00;PR;116;9;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;1;0;0;0;0;1;0;1;-25,08319454;-48,63391824;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
586214;10/03/2024;domingo;00:00:00;SP;116;113;TAUBATE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;2;0;0;2;0;0;2;2;-23,0440828;-45,58041405;SPRF-SP;DEL02-SP;UOP02-DEL02-SP
586215;09/03/2024;sábado;22:30:00;RJ;101;387;RIO DE JANEIRO;Chuva;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;2;0;0;2;0;0;2;2;-22,88945996;-43,66270423;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
586216;09/03/2024;sábado;22:40:00;MG;50;173,7;UBERABA;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;0;1;1;0;2;-19,7624352;-47,97701547;SPRF-MG;DEL13-MG;UOP01-DEL13-MG
586217;09/03/2024;sábado;23:00:00;TO;153;693;CARIRI DO TOCANTINS;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-11,89559706;-49,16831388;SPRF-TO;DEL01-TO;UOP02-DEL01-TO
586221;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;3;0;1;1;0;1;2;2;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586222;09/03/2024;sábado;23:25:00;SP;116;109;TAUBATE;Demais falhas na via;Eventos atípicos;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;0;0;2;0;0;1;-23,02871304;-45,54517097;SPRF-SP;DEL02-SP;UOP02-DEL02-SP
586223;10/03/2024;domingo;00:50:00;PE;101;5,5;GOIANA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Curva;Não;2;1;0;1;0;0;1;1;-7,541764;-34,991394;SPRF-PE;DEL01-PE;UOP02-DEL01-PE
586225;10/03/2024;domingo;01:10:00;RS;158;146,7;PANAMBI;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nevoeiro/Neblina;Simples;Reta;Não;1;0;1;0;0;0;1;1;-28,25000213;-53,47938325;SPRF-RS;DEL10-RS;UOP02-DEL10-RS
586226;10/03/2024;domingo;01:00:00;RJ;116;173;RIO DE JANEIRO;Transitar na contramão;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;3;0;0;1;1;1;1;3;-22,79810324;-43,35726614;SPRF-RJ;DEL06-RJ;UOP01-DEL06-RJ
586228;10/03/2024;domingo;00:50:00;PR;376;650,7;TIJUCAS DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;3;0;3;0;0;0;3;1;-25,84564757;-49,08816197;SPRF-PR;DEL01-PR;UOP04-DEL01-PR
586230;10/03/2024;domingo;00:30:00;MG;365;850;SANTA VITORIA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;1;0;0;0;1;0;0;1;-19,01387096;-50,31917103;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
586233;10/03/2024;domingo;02:30:00;BA;324;600;SIMOES FILHO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-12,74882798;-38,43296497;SPRF-BA;DEL01-BA;UOP01-DEL01-BA
586234;10/03/2024;domingo;01:30:00;SP;101;47;UBATUBA;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;1;0;0;0;1;0;0;1;-23,429897;-45,082436;SPRF-SP;DEL06-SP;UOP01-DEL06-SP
586235;10/03/2024;domingo;03:00:00;MG;365;648,4;UBERLANDIA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;Reta;Não;2;0;1;0;0;1;1;2;-18,87284932;-48,54026605;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
586236;10/03/2024;domingo;02:40:00;SC;101;63,5;ARAQUARI;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Não;2;0;0;0;2;0;0;1;-26,45898367;-48,7584088;SPRF-SC;DEL03-SC;UOP02-DEL03-SC
586237;10/03/2024;domingo;01:00:00;GO;414;399,8;CORUMBA DE GOIAS;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-15,969325;-48,823424;SPRF-GO;DEL02-GO;UOP01-DEL02-GO
586238;10/03/2024;domingo;02:50:00;SC;101;114;ITAJAI;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Não;1;0;1;0;0;0;1;1;-26,86192886;-48,7286704;SPRF-SC;DEL04-SC;UOP04-DEL04-SC
586240;10/03/2024;domingo;03:55:00;PR;277;165;PALMEIRA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Dupla;"Reta;Aclive";Não;2;0;1;1;0;0;2;1;-25,4442659;-49,967445;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
586241;10/03/2024;domingo;02:31:00;ES;101;207,9;JOAO NEIVA;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1;0;0;0;0;1;0;1;-19,77204724;-40,37105854;SPRF-ES;DEL02-ES;UOP01-DEL02-ES
586242;10/03/2024;domingo;04:30:00;CE;20;326,2;CARIDADE;Transitar na contramão;Colisão lateral sentido oposto;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Simples;"Declive;Reta";Sim;2;0;0;0;2;0;0;2;-4,226267;-39,196927;SPRF-CE;DEL02-CE;UOP01-DEL02-CE
586243;10/03/2024;domingo;03:45:00;PR;153;329,2;IRATI;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Interseção de Vias;Rotatória";Sim;2;0;2;0;0;0;2;1;-25,44654712;-50,61562676;SPRF-PR;DEL08-PR;UOP02-DEL08-PR
586244;10/03/2024;domingo;05:30:00;SC;116;198,8;PONTE ALTA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Crescente;Nevoeiro/Neblina;Simples;"Aclive;Curva";Não;1;0;0;0;0;1;0;1;-27,41377628;-50,41680458;SPRF-SC;DEL05-SC;UOP03-DEL05-SC
586245;10/03/2024;domingo;05:40:00;RS;386;236,8;SOLEDADE;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Fatais;Amanhecer;Crescente;Nevoeiro/Neblina;Simples;Reta;Não;5;1;1;0;3;0;1;3;-28,744764;-52,549455;SPRF-RS;DEL04-RS;UOP03-DEL04-RS
586247;09/03/2024;sábado;19:00:00;CE;116;375;ICO;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Interseção de Vias;Não;1;0;1;0;0;0;1;1;-6,3951252;-38,83101685;SPRF-CE;DEL05-CE;UOP01-DEL05-CE
586249;10/03/2024;domingo;03:20:00;RJ;101;390;RIO DE JANEIRO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,89346927;-43,67542992;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
586250;10/03/2024;domingo;05:25:00;SC;101;81;BARRA VELHA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Reta;Não;3;0;1;1;1;0;2;1;-26,60256101;-48,72553524;SPRF-SC;DEL03-SC;UOP02-DEL03-SC
586251;10/03/2024;domingo;05:30:00;RS;386;51,5;SEBERI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Nevoeiro/Neblina;Simples;"Interseção de Vias;Rotatória";Não;1;0;0;0;0;1;0;1;-27,49799379;-53,38982105;SPRF-RS;DEL08-RS;UOP02-DEL08-RS
586252;10/03/2024;domingo;05:00:00;RS;116;507,2;PELOTAS;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;"Curva;Retorno Regulamentado";Não;1;0;0;0;1;0;0;1;-31,60593355;-52,29719287;SPRF-RS;DEL07-RS;UOP01-DEL07-RS
586254;10/03/2024;domingo;06:40:00;PR;277;587;CASCAVEL;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Declive;Reta";Sim;1;0;1;0;0;0;1;1;-24,96941255;-53,42959722;SPRF-PR;DEL04-PR;UOP01-DEL04-PR
586255;10/03/2024;domingo;05:15:00;BA;418;47;CARAVELAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Amanhecer;Crescente;Céu Claro;Simples;Reta;Sim;2;1;1;0;0;0;1;2;-17,71917412;-39,52051096;SPRF-BA;DEL09-BA;UOP02-DEL09-BA
586256;10/03/2024;domingo;02:00:00;MG;365;496;PATROCINIO;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;"Declive;Curva";Não;2;0;1;0;1;0;1;1;-18,92492587;-47,20904222;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
586258;10/03/2024;domingo;06:40:00;SC;282;531;CORDILHEIRA ALTA;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Sim;1;0;0;0;1;0;0;1;-26,990747;-52,609776;SPRF-SC;DEL07-SC;UOP01-DEL07-SC
586259;10/03/2024;domingo;05:40:00;MG;381;486,9;BETIM;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-19,95644414;-44,13611598;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
586260;26/02/2024;segunda-feira;14:25:00;SC;101;138;BALNEARIO CAMBORIU;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ignorado;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-27,02397426;-48,60761649;SPRF-SC;DEL04-SC;UOP03-DEL04-SC
586261;10/03/2024;domingo;06:15:00;PR;376;179,5;MARINGA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Viaduto;Sim;2;0;2;0;0;0;2;1;-23,42244278;-51,90360392;SPRF-PR;DEL09-PR;UOP01-DEL09-PR
586262;10/03/2024;domingo;06:40:00;PR;376;435,8;TIBAGI;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;1;0;0;0;0;1;0;1;-24,780752;-50,513617;SPRF-PR;DEL03-PR;UOP02-DEL03-PR
586264;10/03/2024;domingo;05:10:00;MG;251;300,6;SALINAS;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Declive;Curva";Não;3;0;1;0;2;0;1;1;-16,10091887;-42,21077728;SPRF-MG;DEL12-MG;UOP02-DEL12-MG
586267;10/03/2024;domingo;06:00:00;MG;356;285,3;PATROCINIO DO MURIAE;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;2;0;1;0;2;2;-21,12384447;-42,2057464;SPRF-MG;DEL07-MG;UOP02-DEL07-MG
586268;10/03/2024;domingo;06:30:00;MG;40;275;TRES MARIAS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-18,19945877;-45,23770577;SPRF-MG;DEL14-MG;UOP02-DEL14-MG
586269;10/03/2024;domingo;07:15:00;MG;381;428;CAETE;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-19,79305067;-43,68018335;SPRF-MG;DEL01-MG;UOP01-DEL01-MG
586270;10/03/2024;domingo;07:00:00;SE;101;84;NOSSA SENHORA DO SOCORRO;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;"Viaduto;Reta";Não;1;0;0;0;0;1;0;1;-10,835002;-37,13775504;SPRF-SE;DEL01-SE;UOP01-DEL01-SE
586271;10/03/2024;domingo;08:25:00;MG;40;725;BARBACENA;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Declive;Curva";Não;2;0;2;0;0;0;2;1;-21,3046231;-43,61086009;SPRF-MG;DEL05-MG;UOP01-DEL05-MG
586272;09/03/2024;sábado;21:25:00;MG;381;729,3;CARMO DA CACHOEIRA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-21,53065495;-45,23082007;SPRF-MG;DEL04-MG;UOP02-DEL04-MG
586273;10/03/2024;domingo;04:27:00;MG;381;603;OLIVEIRA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Dupla;"Aclive;Curva";Não;3;1;1;0;1;0;1;1;-20,64973798;-44,73551891;SPRF-MG;DEL04-MG;UOP01-DEL04-MG
586274;10/03/2024;domingo;05:45:00;MG;381;617;OLIVEIRA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Crescente;Nublado;Simples;Curva;Não;1;0;0;0;1;0;0;1;-20,76156591;-44,77700024;SPRF-MG;DEL04-MG;UOP01-DEL04-MG
586275;09/03/2024;sábado;16:30:00;MG;381;533,7;ITATIAIUCU;Chuva;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-20,19896036;-44,38641307;SPRF-MG;DEL04-MG;UOP03-DEL04-MG
586276;06/03/2024;quarta-feira;07:15:00;MG;116;278;TEOFILO OTONI;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Sim;3;0;1;0;2;0;1;2;-17,87097674;-41,51839614;SPRF-MG;DEL11-MG;UOP01-DEL11-MG
586277;10/03/2024;domingo;08:15:00;GO;60;357;SANTO ANTONIO DA BARRA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;3;0;1;0;2;0;1;1;-17,5959;-50,7164;SPRF-GO;DEL04-GO;UOP02-DEL04-GO
586279;10/03/2024;domingo;08:45:00;PR;277;43,5;MORRETES;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Declive;Reta";Não;3;0;0;1;0;2;1;2;-25,59338755;-48,88570547;SPRF-PR;DEL01-PR;UOP01-DEL01-PR
586280;10/03/2024;domingo;09:15:00;GO;414;437,5;ANAPOLIS;Pista Escorregadia;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Simples;"Interseção de Vias;Retorno Regulamentado";Sim;1;0;0;1;0;0;1;1;-16,25919842;-48,9373297;SPRF-GO;DEL02-GO;UOP01-DEL02-GO
586281;10/03/2024;domingo;09:15:00;PB;101;88;JOAO PESSOA;Acumulo de areia ou detritos sobre o pavimento;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;2;0;1;1;0;0;2;1;-7,16470016;-34,89993643;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
586282;10/03/2024;domingo;09:30:00;SP;116;220;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-23,46472809;-46,49793962;SPRF-SP;DEL01-SP;UOP01-DEL01-SP
586283;10/03/2024;domingo;09:10:00;PE;428;185,4;PETROLINA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;3;-9,35289632;-40,47691768;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
586284;10/03/2024;domingo;09:10:00;GO;364;21;SAO SIMAO;Acostamento em desnível;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;1;1;2;-18,92555;-50,654079;SPRF-GO;DEL05-GO;UOP02-DEL05-GO
586286;10/03/2024;domingo;10:00:00;MG;40;474,6;SETE LAGOAS;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Múltipla;"Declive;Curva";Sim;3;0;0;1;2;0;1;1;-19,50083;-44,27674;SPRF-MG;DEL02-MG;UOP01-DEL02-MG
586288;10/03/2024;domingo;01:52:00;RO;364;1055;PORTO VELHO;Ausência de reação do condutor;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;"Declive;Reta";Não;2;0;2;0;0;0;2;1;-9,7947667;-66,50398104;SPRF-AC;DEL01-AC;UOP03-DEL01-AC
586289;10/03/2024;domingo;07:00:00;MT;163;786;VERA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;1;0;0;1;0;0;1;1;-12,28699228;-55,56216024;SPRF-MT;DEL06-MT;UOP02-DEL06-MT
586290;10/03/2024;domingo;09:45:00;SC;101;111,1;NAVEGANTES;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;2;0;1;0;1;0;1;1;-26,83955734;-48,71418074;SPRF-SC;DEL04-SC;UOP04-DEL04-SC
586291;10/03/2024;domingo;10:00:00;BA;324;622;SALVADOR;Acesso irregular;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-12,91888605;-38,46502095;SPRF-BA;DEL01-BA;UOP01-DEL01-BA
586293;10/03/2024;domingo;08:30:00;BA;324;555,4;AMELIA RODRIGUES;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-12,46574407;-38,68963508;SPRF-BA;DEL01-BA;UOP03-DEL01-BA
586295;10/03/2024;domingo;09:30:00;MG;381;532,7;ITATIAIUCU;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Curva;Aclive";Não;1;0;0;1;0;0;1;1;-20,1904316;-44,38268793;SPRF-MG;DEL04-MG;UOP03-DEL04-MG
586296;10/03/2024;domingo;05:15:00;SE;101;82,8;LARANJEIRAS;Transitar no Acostamento;Atropelamento de Pedestre;Com Vítimas Fatais;Amanhecer;Decrescente;Chuva;Dupla;"Reta;Declive";Não;2;1;0;0;0;1;0;2;-10,81787508;-37,13924106;SPRF-SE;DEL01-SE;UOP01-DEL01-SE
586297;10/03/2024;domingo;09:15:00;MG;116;420,8;ALPERCATA;Ultrapassagem Indevida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;3;0;0;3;2;-18,93758018;-41,94828618;SPRF-MG;DEL06-MG;UOP01-DEL06-MG
586301;27/02/2024;terça-feira;15:35:00;PR;277;596,4;CASCAVEL;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;0;1;0;0;1;1;-24,9794792;-53,49232599;SPRF-PR;DEL04-PR;UOP01-DEL04-PR
586302;10/03/2024;domingo;10:00:00;MG;40;617;CONGONHAS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Retorno Regulamentado;Reta";Não;3;0;0;2;1;0;2;2;-20,55295397;-43,81450989;SPRF-MG;DEL05-MG;UOP02-DEL05-MG
586305;17/01/2024;quarta-feira;06:05:00;SC;282;423;VARGEM BONITA;Acumulo de óleo sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;3;0;2;0;1;0;2;1;-26,99556;-51,752289;SPRF-SC;DEL07-SC;UOP05-DEL07-SC
586306;07/03/2024;quinta-feira;07:00:00;MS;163;614,3;SAO GABRIEL DO OESTE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;"Rotatória;Reta";Sim;2;0;0;1;1;0;1;2;-19,39955983;-54,56517935;SPRF-MS;DEL06-MS;UOP02-DEL06-MS
586307;10/03/2024;domingo;11:00:00;MG;262;380;JUATUBA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Sim;2;0;2;0;0;0;2;1;-19,947864;-44,381226;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
586308;10/03/2024;domingo;11:15:00;MG;381;503;BETIM;Acumulo de água sobre o pavimento;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Curva;Não;2;0;0;0;2;0;0;2;-20,03855134;-44,25495493;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
586310;10/03/2024;domingo;08:00:00;MS;158;236;TRES LAGOAS;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-20,613862;-51,674793;SPRF-MS;DEL07-MS;UOP01-DEL07-MS
586311;10/03/2024;domingo;12:09:00;SC;280;122,4;SAO BENTO DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Rotatória;Não;2;0;1;0;1;0;1;2;-26,24855895;-49,45712883;SPRF-SC;DEL06-SC;UOP03-DEL06-SC
586313;10/03/2024;domingo;11:30:00;BA;101;279;LAJE;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Sol;Simples;"Reta;Declive";Não;1;1;0;0;0;0;0;1;-13,21708809;-39,32423862;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
586314;10/03/2024;domingo;13:00:00;PR;277;474,4;NOVA LARANJEIRAS;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Curva;Não;3;0;2;0;1;0;2;1;-25,30767734;-52,53721208;SPRF-PR;DEL04-PR;UOP02-DEL04-PR
