id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
587212;14/03/2024;quinta-feira;12:15:00;RS;116;228;DOIS IRMAOS;Conversão proibida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Declive";Sim;2;0;2;0;0;0;2;2;-29,60893571;-51,12797054;SPRF-RS;DEL01-RS;UOP02-DEL01-RS
587213;10/03/2024;domingo;19:10:00;MS;163;277;DOURADOS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;"Reta;Rotatória";Não;1;0;0;0;0;1;0;1;-22,15520269;-54,64147924;SPRF-MS;DEL04-MS;UOP01-DEL04-MS
587215;14/03/2024;quinta-feira;16:00:00;SC;101;213;PALHOCA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-27,63656242;-48,66493624;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
587216;14/03/2024;quinta-feira;16:10:00;MG;365;613,8;UBERLANDIA;Desrespeitar a preferência no cruzamento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Interseção de Vias;Reta";Sim;2;0;1;0;1;0;1;2;-18,913861;-48,216961;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
587217;14/03/2024;quinta-feira;15:20:00;BA;324;516;FEIRA DE SANTANA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Interseção de Vias;Sim;2;0;1;0;1;0;1;2;-12,248992;-38,933542;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
587219;14/03/2024;quinta-feira;15:30:00;RJ;116;271;BARRA MANSA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-22,560883;-44,12224;SPRF-RJ;DEL07-RJ;UOP02-DEL07-RJ
587220;14/03/2024;quinta-feira;16:00:00;PE;101;63;RECIFE;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-8,00800604;-34,93756535;SPRF-PE;DEL01-PE;UOP01-DEL01-PE
587223;14/03/2024;quinta-feira;17:00:00;SP;116;81;ROSEIRA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-22,90482177;-45,31030655;SPRF-SP;DEL08-SP;UOP01-DEL08-SP
587225;26/02/2024;segunda-feira;11:50:00;RO;429;299;SAO FRANCISCO DO GUAPORE;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;Reta;Não;3;1;0;0;0;2;0;2;-12,0794482;-63,84284299;SPRF-RO;DEL02-RO;UOP03-DEL02-RO
587226;14/03/2024;quinta-feira;17:20:00;GO;60;92,4;ANAPOLIS;Animais na Pista;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Retorno Regulamentado;Interseção de Vias;Reta";Não;1;0;1;0;0;0;1;1;-16,352492;-48,9163;SPRF-GO;DEL02-GO;UOP01-DEL02-GO
587227;21/02/2024;quarta-feira;17:45:00;RS;116;2;PORTO ALEGRE;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;0;0;4;0;0;2;-29,99207707;-51,1854919;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
587228;14/03/2024;quinta-feira;15:00:00;PR;376;83;GUAIRACA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-22,97153262;-52,62330289;SPRF-PR;DEL09-PR;UOP02-DEL09-PR
587229;14/03/2024;quinta-feira;17:25:00;SC;280;24;ARAQUARI;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Interseção de Vias";Sim;2;0;1;0;1;0;1;2;-26,37724921;-48,71953282;SPRF-SC;DEL03-SC;UOP03-DEL03-SC
587230;14/03/2024;quinta-feira;16:30:00;PE;101;76,2;RECIFE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-8,119975;-34,942727;SPRF-PE;DEL01-PE;UOP01-DEL01-PE
587231;14/03/2024;quinta-feira;17:15:00;PR;277;712;SANTA TEREZINHA DE ITAIPU;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;"Reta;Aclive";Não;2;0;1;0;1;0;1;2;-25,45780735;-54,43119986;SPRF-PR;DEL05-PR;UOP01-DEL05-PR
587233;14/03/2024;quinta-feira;12:30:00;BA;116;422;FEIRA DE SANTANA;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Rotatória;Sim;3;0;2;0;0;1;2;2;-12,22064702;-38,96561131;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
587234;14/03/2024;quinta-feira;14:10:00;RO;364;14;VILHENA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Rotatória;Sim;2;0;1;0;1;0;1;2;-12,73898138;-60,13911417;SPRF-RO;DEL04-RO;UOP01-DEL04-RO
587236;14/03/2024;quinta-feira;13:05:00;SC;101;305,3;LAGUNA;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-28,37674574;-48,76400229;SPRF-SC;DEL02-SC;UOP03-DEL02-SC
587238;14/03/2024;quinta-feira;15:30:00;BA;101;121;ALAGOINHAS;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;3;0;1;1;1;0;2;2;-12,16798601;-38,57040997;SPRF-BA;DEL01-BA;UOP04-DEL01-BA
587239;14/03/2024;quinta-feira;15:46:00;MT;364;543;ROSARIO OESTE;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Interseção de Vias;Curva";Sim;1;0;1;0;0;0;1;1;-14,90512097;-56,4679881;SPRF-MT;DEL01-MT;UOP01-DEL01-MT
587240;14/03/2024;quinta-feira;18:20:00;MG;50;70;UBERLANDIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;4;0;1;0;3;0;1;3;-18,85140204;-48,25345932;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
587245;14/03/2024;quinta-feira;10:45:00;DF;60;0,5;BRASILIA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;1;0;1;0;0;0;1;1;-15,883466;-48,065556;SPRF-DF;DEL03-DF;UOP01-DEL03-DF
587246;03/03/2024;domingo;02:15:00;RS;472;176,2;SANTA ROSA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;1;1;0;1;0;1;2;-27,85354268;-54,51971003;SPRF-RS;DEL10-RS;UOP01-DEL10-RS
587247;14/03/2024;quinta-feira;17:40:00;AL;104;83;RIO LARGO;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;1;0;0;1;1;-9,44165773;-35,83538341;SPRF-AL;DEL01-AL;UOP01-DEL01-AL
587250;14/03/2024;quinta-feira;18:50:00;SP;116;223;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;0;1;1;2;-23,47559815;-46,5246609;SPRF-SP;DEL01-SP;UOP01-DEL01-SP
587252;14/03/2024;quinta-feira;16:50:00;RO;364;210,4;PIMENTA BUENO;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Curva;Não;2;0;1;1;0;0;2;1;-11,58777977;-61,25733018;SPRF-RO;DEL02-RO;UOP02-DEL02-RO
587253;14/03/2024;quinta-feira;17:35:00;MA;10;255;IMPERATRIZ;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-5,508798;-47,471718;SPRF-MA;DEL04-MA;UOP01-DEL04-MA
587256;14/03/2024;quinta-feira;19:00:00;SC;101;216,3;PALHOCA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim;3;0;0;1;2;0;1;2;-27,65981409;-48,67747798;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
587257;14/03/2024;quinta-feira;19:25:00;ES;101;281,3;SERRA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Retorno Regulamentado;Reta";Não;2;0;1;0;1;0;1;2;-20,22112792;-40,35720552;SPRF-ES;DEL02-ES;UOP01-DEL02-ES
587258;14/03/2024;quinta-feira;18:50:00;SP;116;145;SAO JOSE DOS CAMPOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-23,1869844;-45,8548078;SPRF-SP;DEL02-SP;UOP01-DEL02-SP
587259;14/03/2024;quinta-feira;19:40:00;MG;50;41;ARAGUARI;Ingestão de álcool pelo condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;"Aclive;Reta";Sim;1;0;0;0;1;0;0;1;-18,682136;-48,17887197;SPRF-MG;DEL15-MG;UOP02-DEL15-MG
587260;14/03/2024;quinta-feira;18:40:00;ES;101;382;RIO NOVO DO SUL;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;1;0;0;2;1;-20,82072713;-40,84702482;SPRF-ES;DEL03-ES;UOP01-DEL03-ES
587262;14/03/2024;quinta-feira;18:10:00;SP;116;124,1;CACAPAVA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-23,093116;-45,677904;SPRF-SP;DEL02-SP;UOP02-DEL02-SP
587263;14/03/2024;quinta-feira;18:00:00;SC;282;257,3;SAO JOSE DO CERRITO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Aclive";Sim;2;0;1;0;0;1;1;2;-27,664351;-50,584618;SPRF-SC;DEL05-SC;UOP02-DEL05-SC
587264;14/03/2024;quinta-feira;18:40:00;RJ;101;332;RIO DE JANEIRO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-22,87133305;-43,20407695;SPRF-RJ;DEL02-RJ;UOP01-DEL02-RJ
587265;14/03/2024;quinta-feira;19:30:00;PR;116;111;SAO JOSE DOS PINHAIS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;5;0;1;0;4;0;1;2;-25,56730763;-49,23706792;SPRF-PR;DEL01-PR;UOP07-DEL01-PR
587267;14/03/2024;quinta-feira;17:50:00;RJ;116;264;VOLTA REDONDA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;"Retorno Regulamentado;Reta";Não;1;0;0;1;0;0;1;1;-22,5862968;-44,07890797;SPRF-RJ;DEL07-RJ;UOP02-DEL07-RJ
587268;14/03/2024;quinta-feira;16:00:00;RS;158;350;SANTA MARIA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;4;0;0;1;1;2;1;3;-29,7648934;-54,00518786;SPRF-RS;DEL09-RS;UOP01-DEL09-RS
587270;14/03/2024;quinta-feira;19:15:00;RJ;101;46;CAMPOS DOS GOYTACAZES;Ausência de reação do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;1;0;1;1;2;-21,59839998;-41,3168335;SPRF-RJ;DEL08-RJ;UOP01-DEL08-RJ
587271;14/03/2024;quinta-feira;17:15:00;SC;101;128;BALNEARIO CAMBORIU;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-26,97284292;-48,68299451;SPRF-SC;DEL04-SC;UOP04-DEL04-SC
587272;14/03/2024;quinta-feira;19:40:00;GO;153;437,1;ANAPOLIS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Curva;Desvio Temporário;Aclive";Sim;1;0;1;0;0;0;1;1;-16,286884;-48,942978;SPRF-GO;DEL02-GO;UOP01-DEL02-GO
587273;14/03/2024;quinta-feira;19:10:00;RJ;101;478;ANGRA DOS REIS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Curva;Não;2;0;1;0;1;0;1;2;-23,00246527;-44,27270594;SPRF-RJ;DEL03-RJ;UOP03-DEL03-RJ
587274;14/03/2024;quinta-feira;20:00:00;PR;376;595;CURITIBA;Acesso irregular;Eventos atípicos;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-25,49317991;-49,34370776;SPRF-PR;DEL01-PR;UOP06-DEL01-PR
587275;14/03/2024;quinta-feira;19:20:00;SP;381;50;ATIBAIA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-23,21359807;-46,59367981;SPRF-SP;DEL03-SP;UOP01-DEL03-SP
587277;14/03/2024;quinta-feira;20:40:00;RJ;116;184;NOVA IGUACU;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;0;1;1;0;1;1;-22,74647215;-43,44594311;SPRF-RJ;DEL06-RJ;UOP01-DEL06-RJ
587278;14/03/2024;quinta-feira;19:50:00;MG;381;386;SAO GONCALO DO RIO ABAIXO;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;10;0;6;4;0;0;10;4;-19,79738383;-43,41740299;SPRF-MG;DEL01-MG;UOP01-DEL01-MG
587281;14/03/2024;quinta-feira;20:00:00;SC;280;66;JARAGUA DO SUL;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-26,47606607;-49,09568797;SPRF-SC;DEL03-SC;UOP03-DEL03-SC
587282;14/03/2024;quinta-feira;16:15:00;BA;101;236;CONCEICAO DO ALMEIDA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Reta;Não;1;0;0;0;1;0;0;1;-12,88117996;-39,21999041;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
587283;14/03/2024;quinta-feira;17:30:00;AL;423;99;DELMIRO GOUVEIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Chuva;Simples;Reta;Não;5;0;2;2;1;0;4;1;-9,38724153;-38,14889982;SPRF-BA;DEL07-BA;UOP01-DEL07-BA
587284;14/03/2024;quinta-feira;21:30:00;ES;259;94;BAIXO GUANDU;Ausência de sinalização;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;2;0;1;2;-19,50330121;-40,94324306;SPRF-ES;DEL02-ES;UOP01-DEL02-ES
587285;14/03/2024;quinta-feira;20:45:00;BA;116;807;VITORIA DA CONQUISTA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;0;2;0;1;0;2;2;-14,73914195;-40,65690702;SPRF-BA;DEL08-BA;UOP01-DEL08-BA
587288;14/03/2024;quinta-feira;19:45:00;RS;158;565,8;SANTANA DO LIVRAMENTO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;5;1;2;0;2;0;2;3;-30,868536;-55,50789;SPRF-RS;DEL11-RS;UOP01-DEL11-RS
587289;14/03/2024;quinta-feira;21:00:00;PR;116;168;QUITANDINHA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Rotatória;Não;4;0;1;0;3;0;1;2;-25,8751354;-49,4717221;SPRF-PR;DEL01-PR;UOP03-DEL01-PR
587290;14/03/2024;quinta-feira;20:00:00;RJ;116;108;GUAPIMIRIM;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;3;-22,535843;-42,99125;SPRF-RJ;DEL04-RJ;UOP01-DEL04-RJ
587292;14/03/2024;quinta-feira;22:00:00;MG;50;168;UBERABA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Aclive;Sim;5;0;1;0;4;0;1;3;-19,71878606;-47,97991239;SPRF-MG;DEL13-MG;UOP01-DEL13-MG
587293;14/03/2024;quinta-feira;22:20:00;SP;153;59;SAO JOSE DO RIO PRETO;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;"Reta;Declive";Sim;2;0;0;1;1;0;1;2;-20,78733103;-49,35399276;SPRF-SP;DEL09-SP;UOP01-DEL09-SP
587294;14/03/2024;quinta-feira;22:15:00;RS;116;270;PORTO ALEGRE;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
587296;14/03/2024;quinta-feira;22:00:00;RS;158;323;SANTA MARIA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Curva;Não;4;0;0;0;4;0;0;1;-29,69556822;-53,78022006;SPRF-RS;DEL09-RS;UOP01-DEL09-RS
587297;14/03/2024;quinta-feira;20:50:00;ES;262;17;VIANA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-20,38635961;-40,47272969;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
587299;14/03/2024;quinta-feira;21:28:00;PR;277;22;MORRETES;Ingestão de álcool pelo condutor;Tombamento;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-25,529258;-48,725616;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
587301;14/03/2024;quinta-feira;21:20:00;SP;381;89,5;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-23,48469299;-46,55983288;SPRF-SP;DEL03-SP;UOP01-DEL03-SP
587302;14/03/2024;quinta-feira;20:10:00;PI;343;220,9;COCAL DE TELHA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Aclive;Não;3;0;0;2;1;0;2;2;-4,513624;-41,959099;SPRF-PI;DEL01-PI;UOP03-DEL01-PI
587303;14/03/2024;quinta-feira;21:00:00;GO;50;277,5;CATALAO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Interseção de Vias;Em Obras;Reta";Sim;2;0;2;0;0;0;2;1;-18,1652;-47,9113;SPRF-GO;DEL06-GO;UOP01-DEL06-GO
587304;14/03/2024;quinta-feira;23:25:00;RS;116;261;CANOAS;Ingestão de álcool pelo condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;1;-29,887983;-51,17901;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
587305;14/03/2024;quinta-feira;23:00:00;GO;70;0,2;AGUAS LINDAS DE GOIAS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-15,77579351;-48,23259001;SPRF-DF;DEL03-DF;UOP02-DEL03-DF
587306;14/03/2024;quinta-feira;19:40:00;CE;NA;NA;IGUATU;Animais na Pista;Colisão frontal;Com Vítimas Feridas;Plena Noite;Não Informado;Nublado;Simples;"Reta;Declive";Não;4;0;4;0;0;0;4;2;-6,399637;-39,13922;SPRF-CE;DEL05-CE;UOP01-DEL05-CE
587309;14/03/2024;quinta-feira;23:45:00;PR;277;168;PALMEIRA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;"Rotatória;Reta;Aclive";Sim;1;0;1;0;0;0;1;1;-25,43454;-49,98478;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
587310;15/03/2024;sexta-feira;00:15:00;RN;101;104;PARNAMIRIM;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Viaduto;Sim;3;0;0;0;0;3;0;2;-5,892745;-35,257225;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
587315;15/03/2024;sexta-feira;02:00:00;SC;101;213,5;PALHOCA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;2;0;0;0;2;2;-27,63697369;-48,66514142;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
587316;14/03/2024;quinta-feira;23:10:00;SC;163;104;SAO JOSE DO CEDRO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;"Reta;Aclive";Sim;2;0;0;0;2;0;0;2;-26,45385604;-53,51042064;SPRF-SC;DEL07-SC;UOP03-DEL07-SC
587319;15/03/2024;sexta-feira;01:20:00;RJ;101;486,5;ANGRA DOS REIS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;0;1;1;2;-22,97308;-44,29737;SPRF-RJ;DEL03-RJ;UOP03-DEL03-RJ
587320;15/03/2024;sexta-feira;03:50:00;CE;116;516,1;BREJO SANTO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Simples;Curva;Não;1;0;0;1;0;0;1;1;-7,57338396;-39,0214544;SPRF-CE;DEL05-CE;UOP03-DEL05-CE
587323;14/03/2024;quinta-feira;19:00:00;PR;163;292;MARECHAL CANDIDO RONDON;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;2;0;0;0;2;1;-24,52360956;-54,06210088;SPRF-PR;DEL06-PR;UOP02-DEL06-PR
587324;15/03/2024;sexta-feira;04:50:00;SP;116;504;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-24,78266496;-48,20865858;SPRF-SP;DEL05-SP;UOP02-DEL05-SP
587325;15/03/2024;sexta-feira;04:15:00;MG;116;25;CACHOEIRA DE PAJEU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Fatais;Amanhecer;Crescente;Céu Claro;Simples;Interseção de Vias;Não;3;1;1;0;1;0;1;2;-15,87144601;-41,43021999;SPRF-BA;DEL08-BA;UOP03-DEL08-BA
587327;14/03/2024;quinta-feira;23:30:00;SC;163;104;SAO JOSE DO CEDRO;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-26,47803802;-53,50670007;SPRF-SC;DEL07-SC;UOP03-DEL07-SC
587330;15/03/2024;sexta-feira;06:30:00;DF;70;10;BRASILIA;Avarias e/ou desgaste excessivo no pneu;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-15,787066;-48,140709;SPRF-DF;DEL03-DF;UOP02-DEL03-DF
587331;14/03/2024;quinta-feira;10:50:00;PR;376;385;IMBAU;Transitar no Acostamento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-24,43525978;-50,7644623;SPRF-PR;DEL03-PR;UOP02-DEL03-PR
587332;15/03/2024;sexta-feira;06:50:00;PB;230;142,2;CAMPINA GRANDE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Reta;Aclive";Não;2;0;2;0;0;0;2;1;-7,255796;-35,821583;SPRF-PB;DEL02-PB;UOP01-DEL02-PB
587335;15/03/2024;sexta-feira;00:10:00;MG;116;408,9;GOVERNADOR VALADARES;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;2;0;0;0;2;1;-18,84905094;-41,97903872;SPRF-MG;DEL06-MG;UOP01-DEL06-MG
587336;15/03/2024;sexta-feira;07:10:00;BA;324;607;SIMOES FILHO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;3;0;0;0;3;0;0;2;-12,814932;-38,405946;SPRF-BA;DEL01-BA;UOP01-DEL01-BA
